Date,Timestamp,Currency,Rate_to_USD
2026-04-10,2026-04-13T08:12:01.897340,AUD,1.4141
2026-04-10,2026-04-13T08:12:01.897340,BRL,5.0543
2026-04-10,2026-04-13T08:12:01.897340,CAD,1.3822
2026-04-10,2026-04-13T08:12:01.897340,CHF,0.78909
2026-04-10,2026-04-13T08:12:01.897340,CNY,6.8284
2026-04-10,2026-04-13T08:12:01.897340,EUR,0.8539
2026-04-10,2026-04-13T08:12:01.897340,GBP,0.74379
2026-04-10,2026-04-13T08:12:01.897340,IDR,17095
2026-04-10,2026-04-13T08:12:01.897340,INR,92.89
2026-04-10,2026-04-13T08:12:01.897340,JPY,159.19
2026-04-10,2026-04-13T08:12:01.897340,MXN,17.3495
2026-04-10,2026-04-13T08:12:01.897340,NZD,1.7107
2026-04-10,2026-04-13T08:12:01.897340,PHP,59.848
2026-04-10,2026-04-13T08:12:01.897340,THB,32.1
2026-04-10,2026-04-13T08:12:01.897340,TRY,44.672
2026-04-10,2026-04-13T08:12:01.897340,ZAR,16.4281
