Date,Timestamp,Currency,Rate_to_USD
2026-07-17,2026-07-19T08:25:43.284383,AUD,1.4337
2026-07-17,2026-07-19T08:25:43.284383,BRL,5.1158
2026-07-17,2026-07-19T08:25:43.284383,CAD,1.4023
2026-07-17,2026-07-19T08:25:43.284383,CHF,0.807
2026-07-17,2026-07-19T08:25:43.284383,CNY,6.7775
2026-07-17,2026-07-19T08:25:43.284383,EUR,0.87451
2026-07-17,2026-07-19T08:25:43.284383,GBP,0.74419
2026-07-17,2026-07-19T08:25:43.284383,IDR,17945
2026-07-17,2026-07-19T08:25:43.284383,INR,96.28
2026-07-17,2026-07-19T08:25:43.284383,JPY,162.35
2026-07-17,2026-07-19T08:25:43.284383,MXN,17.4837
2026-07-17,2026-07-19T08:25:43.284383,NZD,1.7148
2026-07-17,2026-07-19T08:25:43.284383,PHP,61.601
2026-07-17,2026-07-19T08:25:43.284383,THB,33.635
2026-07-17,2026-07-19T08:25:43.284383,TRY,47.142
2026-07-17,2026-07-19T08:25:43.284383,ZAR,16.5079
