Date,Timestamp,Currency,Rate_to_USD
2026-05-18,2026-05-19T09:55:45.020111,AUD,1.3956
2026-05-18,2026-05-19T09:55:45.020111,BRL,5.0392
2026-05-18,2026-05-19T09:55:45.020111,CAD,1.3741
2026-05-18,2026-05-19T09:55:45.020111,CHF,0.78503
2026-05-18,2026-05-19T09:55:45.020111,CNY,6.8002
2026-05-18,2026-05-19T09:55:45.020111,EUR,0.85852
2026-05-18,2026-05-19T09:55:45.020111,GBP,0.74708
2026-05-18,2026-05-19T09:55:45.020111,IDR,17683
2026-05-18,2026-05-19T09:55:45.020111,INR,96.35
2026-05-18,2026-05-19T09:55:45.020111,JPY,158.77
2026-05-18,2026-05-19T09:55:45.020111,MXN,17.2922
2026-05-18,2026-05-19T09:55:45.020111,NZD,1.7048
2026-05-18,2026-05-19T09:55:45.020111,PHP,61.685
2026-05-18,2026-05-19T09:55:45.020111,THB,32.595
2026-05-18,2026-05-19T09:55:45.020111,TRY,45.58
2026-05-18,2026-05-19T09:55:45.020111,ZAR,16.6236
