Date,Timestamp,Currency,Rate_to_USD
2026-06-02,2026-06-03T11:09:33.076010,AUD,1.3925
2026-06-02,2026-06-03T11:09:33.076010,BRL,5.0056
2026-06-02,2026-06-03T11:09:33.076010,CAD,1.3837
2026-06-02,2026-06-03T11:09:33.076010,CHF,0.78539
2026-06-02,2026-06-03T11:09:33.076010,CNY,6.7626
2026-06-02,2026-06-03T11:09:33.076010,EUR,0.85844
2026-06-02,2026-06-03T11:09:33.076010,GBP,0.74225
2026-06-02,2026-06-03T11:09:33.076010,IDR,17827
2026-06-02,2026-06-03T11:09:33.076010,INR,95.27
2026-06-02,2026-06-03T11:09:33.076010,JPY,159.75
2026-06-02,2026-06-03T11:09:33.076010,MXN,17.283
2026-06-02,2026-06-03T11:09:33.076010,NZD,1.6841
2026-06-02,2026-06-03T11:09:33.076010,PHP,61.664
2026-06-02,2026-06-03T11:09:33.076010,THB,32.585
2026-06-02,2026-06-03T11:09:33.076010,TRY,45.927
2026-06-02,2026-06-03T11:09:33.076010,ZAR,16.2036
