Date,Timestamp,Currency,Rate_to_USD
2026-06-18,2026-06-19T10:45:27.321758,AUD,1.4276
2026-06-18,2026-06-19T10:45:27.321758,BRL,5.1469
2026-06-18,2026-06-19T10:45:27.321758,CAD,1.4125
2026-06-18,2026-06-19T10:45:27.321758,CHF,0.80429
2026-06-18,2026-06-19T10:45:27.321758,CNY,6.7716
2026-06-18,2026-06-19T10:45:27.321758,EUR,0.87252
2026-06-18,2026-06-19T10:45:27.321758,GBP,0.75594
2026-06-18,2026-06-19T10:45:27.321758,IDR,17875
2026-06-18,2026-06-19T10:45:27.321758,INR,94.34
2026-06-18,2026-06-19T10:45:27.321758,JPY,160.93
2026-06-18,2026-06-19T10:45:27.321758,MXN,17.3914
2026-06-18,2026-06-19T10:45:27.321758,NZD,1.7354
2026-06-18,2026-06-19T10:45:27.321758,PHP,60.633
2026-06-18,2026-06-19T10:45:27.321758,THB,32.79
2026-06-18,2026-06-19T10:45:27.321758,TRY,46.445
2026-06-18,2026-06-19T10:45:27.321758,ZAR,16.4306
