Date,Timestamp,Currency,Rate_to_USD
2026-05-05,2026-05-06T08:33:38.978655,AUD,1.3947
2026-05-05,2026-05-06T08:33:38.978655,BRL,4.9525
2026-05-05,2026-05-06T08:33:38.978655,CAD,1.3615
2026-05-05,2026-05-06T08:33:38.978655,CHF,0.78427
2026-05-05,2026-05-06T08:33:38.978655,CNY,6.8302
2026-05-05,2026-05-06T08:33:38.978655,EUR,0.85572
2026-05-05,2026-05-06T08:33:38.978655,GBP,0.73886
2026-05-05,2026-05-06T08:33:38.978655,IDR,17453
2026-05-05,2026-05-06T08:33:38.978655,INR,95.28
2026-05-05,2026-05-06T08:33:38.978655,JPY,157.81
2026-05-05,2026-05-06T08:33:38.978655,MXN,17.4414
2026-05-05,2026-05-06T08:33:38.978655,NZD,1.7008
2026-05-05,2026-05-06T08:33:38.978655,PHP,61.608
2026-05-05,2026-05-06T08:33:38.978655,THB,32.64
2026-05-05,2026-05-06T08:33:38.978655,TRY,45.22
2026-05-05,2026-05-06T08:33:38.978655,ZAR,16.6904
