Date,Timestamp,Currency,Rate_to_USD
2025-11-25,2025-11-26T06:38:02.112907,AUD,1.5477
2025-11-25,2025-11-26T06:38:02.112907,BRL,5.3655
2025-11-25,2025-11-26T06:38:02.112907,CAD,1.4112
2025-11-25,2025-11-26T06:38:02.112907,CHF,0.80902
2025-11-25,2025-11-26T06:38:02.112907,CNY,7.0855
2025-11-25,2025-11-26T06:38:02.112907,EUR,0.86573
2025-11-25,2025-11-26T06:38:02.112907,GBP,0.7608
2025-11-25,2025-11-26T06:38:02.112907,IDR,16609
2025-11-25,2025-11-26T06:38:02.112907,INR,89.2
2025-11-25,2025-11-26T06:38:02.112907,JPY,156.19
2025-11-25,2025-11-26T06:38:02.112907,MXN,18.4469
2025-11-25,2025-11-26T06:38:02.112907,NZD,1.7837
2025-11-25,2025-11-26T06:38:02.112907,PHP,58.847
2025-11-25,2025-11-26T06:38:02.112907,THB,32.285
2025-11-25,2025-11-26T06:38:02.112907,TRY,42.427
2025-11-25,2025-11-26T06:38:02.112907,ZAR,17.2176
