Date,Timestamp,Currency,Rate_to_USD
2026-06-23,2026-06-24T09:39:31.467368,AUD,1.4416
2026-06-23,2026-06-24T09:39:31.467368,BRL,5.1725
2026-06-23,2026-06-24T09:39:31.467368,CAD,1.4187
2026-06-23,2026-06-24T09:39:31.467368,CHF,0.80978
2026-06-23,2026-06-24T09:39:31.467368,CNY,6.7857
2026-06-23,2026-06-24T09:39:31.467368,EUR,0.87781
2026-06-23,2026-06-24T09:39:31.467368,GBP,0.75667
2026-06-23,2026-06-24T09:39:31.467368,IDR,17921
2026-06-23,2026-06-24T09:39:31.467368,INR,94.74
2026-06-23,2026-06-24T09:39:31.467368,JPY,161.53
2026-06-23,2026-06-24T09:39:31.467368,MXN,17.486
2026-06-23,2026-06-24T09:39:31.467368,NZD,1.7613
2026-06-23,2026-06-24T09:39:31.467368,PHP,61.052
2026-06-23,2026-06-24T09:39:31.467368,THB,33.2
2026-06-23,2026-06-24T09:39:31.467368,TRY,46.48
2026-06-23,2026-06-24T09:39:31.467368,ZAR,16.4839
