Date,Timestamp,Currency,Rate_to_USD
2026-05-11,2026-05-12T08:47:09.671796,AUD,1.3811
2026-05-11,2026-05-12T08:47:09.671796,BRL,4.9019
2026-05-11,2026-05-12T08:47:09.671796,CAD,1.3667
2026-05-11,2026-05-12T08:47:09.671796,CHF,0.77884
2026-05-11,2026-05-12T08:47:09.671796,CNY,6.7965
2026-05-11,2026-05-12T08:47:09.671796,EUR,0.84998
2026-05-11,2026-05-12T08:47:09.671796,GBP,0.73513
2026-05-11,2026-05-12T08:47:09.671796,IDR,17425
2026-05-11,2026-05-12T08:47:09.671796,INR,95.32
2026-05-11,2026-05-12T08:47:09.671796,JPY,157.14
2026-05-11,2026-05-12T08:47:09.671796,MXN,17.2197
2026-05-11,2026-05-12T08:47:09.671796,NZD,1.6817
2026-05-11,2026-05-12T08:47:09.671796,PHP,60.929
2026-05-11,2026-05-12T08:47:09.671796,THB,32.415
2026-05-11,2026-05-12T08:47:09.671796,TRY,45.377
2026-05-11,2026-05-12T08:47:09.671796,ZAR,16.4461
