Date,Timestamp,Currency,Rate_to_USD
2026-02-05,2026-02-06T07:02:03.692554,AUD,1.4343
2026-02-05,2026-02-06T07:02:03.692554,BRL,5.2601
2026-02-05,2026-02-06T07:02:03.692554,CAD,1.3684
2026-02-05,2026-02-06T07:02:03.692554,CHF,0.77649
2026-02-05,2026-02-06T07:02:03.692554,CNY,6.9392
2026-02-05,2026-02-06T07:02:03.692554,EUR,0.8476
2026-02-05,2026-02-06T07:02:03.692554,GBP,0.73665
2026-02-05,2026-02-06T07:02:03.692554,IDR,16867
2026-02-05,2026-02-06T07:02:03.692554,INR,90.31
2026-02-05,2026-02-06T07:02:03.692554,JPY,156.9
2026-02-05,2026-02-06T07:02:03.692554,MXN,17.3852
2026-02-05,2026-02-06T07:02:03.692554,NZD,1.6677
2026-02-05,2026-02-06T07:02:03.692554,PHP,58.738
2026-02-05,2026-02-06T07:02:03.692554,THB,31.775
2026-02-05,2026-02-06T07:02:03.692554,TRY,43.54
2026-02-05,2026-02-06T07:02:03.692554,ZAR,16.1798
