Date,Timestamp,Currency,Rate_to_USD
2026-01-21,2026-01-22T06:42:27.092318,AUD,1.4771
2026-01-21,2026-01-22T06:42:27.092318,BRL,5.3474
2026-01-21,2026-01-22T06:42:27.092318,CAD,1.3793
2026-01-21,2026-01-22T06:42:27.092318,CHF,0.78951
2026-01-21,2026-01-22T06:42:27.092318,CNY,6.9639
2026-01-21,2026-01-22T06:42:27.092318,EUR,0.85186
2026-01-21,2026-01-22T06:42:27.092318,GBP,0.74487
2026-01-21,2026-01-22T06:42:27.092318,IDR,16911
2026-01-21,2026-01-22T06:42:27.092318,INR,91.64
2026-01-21,2026-01-22T06:42:27.092318,JPY,157.79
2026-01-21,2026-01-22T06:42:27.092318,MXN,17.4785
2026-01-21,2026-01-22T06:42:27.092318,NZD,1.7053
2026-01-21,2026-01-22T06:42:27.092318,PHP,59.236
2026-01-21,2026-01-22T06:42:27.092318,THB,31.067
2026-01-21,2026-01-22T06:42:27.092318,TRY,43.298
2026-01-21,2026-01-22T06:42:27.092318,ZAR,16.3106
