Date,Timestamp,Currency,Rate_to_USD
2026-09-07,2026-09-08T10:57:19.287597,AUD,1.3861
2026-09-07,2026-09-08T10:57:19.287597,BRL,5.1261
2026-09-07,2026-09-08T10:57:19.287597,CAD,1.382
2026-09-07,2026-09-08T10:57:19.287597,CHF,0.80924
2026-09-07,2026-09-08T10:57:19.287597,CNY,6.711
2026-09-07,2026-09-08T10:57:19.287597,EUR,0.86044
2026-09-07,2026-09-08T10:57:19.287597,GBP,0.73906
2026-09-07,2026-09-08T10:57:19.287597,IDR,17647
2026-09-07,2026-09-08T10:57:19.287597,INR,94.49
2026-09-07,2026-09-08T10:57:19.287597,JPY,154.75
2026-09-07,2026-09-08T10:57:19.287597,MXN,16.9121
2026-09-07,2026-09-08T10:57:19.287597,NZD,1.7019
2026-09-07,2026-09-08T10:57:19.287597,PHP,62.641
2026-09-07,2026-09-08T10:57:19.287597,THB,32.895
2026-09-07,2026-09-08T10:57:19.287597,TRY,48.433
2026-09-07,2026-09-08T10:57:19.287597,ZAR,15.9917
