Date,Timestamp,Currency,Rate_to_USD
2026-04-24,2026-04-27T08:34:06.507374,AUD,1.3997
2026-04-24,2026-04-27T08:34:06.507374,BRL,5.0006
2026-04-24,2026-04-27T08:34:06.507374,CAD,1.3681
2026-04-24,2026-04-27T08:34:06.507374,CHF,0.78543
2026-04-24,2026-04-27T08:34:06.507374,CNY,6.8363
2026-04-24,2026-04-27T08:34:06.507374,EUR,0.85383
2026-04-24,2026-04-27T08:34:06.507374,GBP,0.74115
2026-04-24,2026-04-27T08:34:06.507374,IDR,17244
2026-04-24,2026-04-27T08:34:06.507374,INR,94.25
2026-04-24,2026-04-27T08:34:06.507374,JPY,159.42
2026-04-24,2026-04-27T08:34:06.507374,MXN,17.3881
2026-04-24,2026-04-27T08:34:06.507374,NZD,1.7024
2026-04-24,2026-04-27T08:34:06.507374,PHP,60.655
2026-04-24,2026-04-27T08:34:06.507374,THB,32.375
2026-04-24,2026-04-27T08:34:06.507374,TRY,45.023
2026-04-24,2026-04-27T08:34:06.507374,ZAR,16.562
