Date,Timestamp,Currency,Rate_to_USD
2026-04-09,2026-04-10T07:49:51.543442,AUD,1.42
2026-04-09,2026-04-10T07:49:51.543442,BRL,5.0992
2026-04-09,2026-04-10T07:49:51.543442,CAD,1.3843
2026-04-09,2026-04-10T07:49:51.543442,CHF,0.79076
2026-04-09,2026-04-10T07:49:51.543442,CNY,6.8347
2026-04-09,2026-04-10T07:49:51.543442,EUR,0.8558
2026-04-09,2026-04-10T07:49:51.543442,GBP,0.745
2026-04-09,2026-04-10T07:49:51.543442,IDR,17097
2026-04-09,2026-04-10T07:49:51.543442,INR,92.66
2026-04-09,2026-04-10T07:49:51.543442,JPY,158.92
2026-04-09,2026-04-10T07:49:51.543442,MXN,17.436
2026-04-09,2026-04-10T07:49:51.543442,NZD,1.7132
2026-04-09,2026-04-10T07:49:51.543442,PHP,59.806
2026-04-09,2026-04-10T07:49:51.543442,THB,32.095
2026-04-09,2026-04-10T07:49:51.543442,TRY,44.591
2026-04-09,2026-04-10T07:49:51.543442,ZAR,16.4321
