Date,Timestamp,Currency,Rate_to_USD
2026-09-21,2026-09-22T11:17:03.801073,AUD,1.401
2026-09-21,2026-09-22T11:17:03.801073,BRL,5.1279
2026-09-21,2026-09-22T11:17:03.801073,CAD,1.4004
2026-09-21,2026-09-22T11:17:03.801073,CHF,0.82141
2026-09-21,2026-09-22T11:17:03.801073,CNY,6.6954
2026-09-21,2026-09-22T11:17:03.801073,EUR,0.87032
2026-09-21,2026-09-22T11:17:03.801073,GBP,0.74656
2026-09-21,2026-09-22T11:17:03.801073,IDR,17869
2026-09-21,2026-09-22T11:17:03.801073,INR,95.82
2026-09-21,2026-09-22T11:17:03.801073,JPY,157.27
2026-09-21,2026-09-22T11:17:03.801073,MXN,17.1917
2026-09-21,2026-09-22T11:17:03.801073,NZD,1.7437
2026-09-21,2026-09-22T11:17:03.801073,PHP,62.795
2026-09-21,2026-09-22T11:17:03.801073,THB,33.235
2026-09-21,2026-09-22T11:17:03.801073,TRY,48.799
2026-09-21,2026-09-22T11:17:03.801073,ZAR,16.2593
