Date,Timestamp,Currency,Rate_to_USD
2026-01-30,2026-01-31T06:48:40.964597,AUD,1.4264
2026-01-30,2026-01-31T06:48:40.964597,BRL,5.2213
2026-01-30,2026-01-31T06:48:40.964597,CAD,1.3525
2026-01-30,2026-01-31T06:48:40.964597,CHF,0.76827
2026-01-30,2026-01-31T06:48:40.964597,CNY,6.9497
2026-01-30,2026-01-31T06:48:40.964597,EUR,0.839
2026-01-30,2026-01-31T06:48:40.964597,GBP,0.72674
2026-01-30,2026-01-31T06:48:40.964597,IDR,16788
2026-01-30,2026-01-31T06:48:40.964597,INR,91.94
2026-01-30,2026-01-31T06:48:40.964597,JPY,154.03
2026-01-30,2026-01-31T06:48:40.964597,MXN,17.2817
2026-01-30,2026-01-31T06:48:40.964597,NZD,1.6495
2026-01-30,2026-01-31T06:48:40.964597,PHP,58.907
2026-01-30,2026-01-31T06:48:40.964597,THB,31.425
2026-01-30,2026-01-31T06:48:40.964597,TRY,43.487
2026-01-30,2026-01-31T06:48:40.964597,ZAR,15.933
