Date,Timestamp,Currency,Rate_to_USD
2026-02-27,2026-02-28T06:47:48.377580,AUD,1.4072
2026-02-27,2026-02-28T06:47:48.377580,BRL,5.1556
2026-02-27,2026-02-28T06:47:48.377580,CAD,1.3671
2026-02-27,2026-02-28T06:47:48.377580,CHF,0.7712
2026-02-27,2026-02-28T06:47:48.377580,CNY,6.8582
2026-02-27,2026-02-28T06:47:48.377580,EUR,0.8471
2026-02-27,2026-02-28T06:47:48.377580,GBP,0.74231
2026-02-27,2026-02-28T06:47:48.377580,IDR,16801
2026-02-27,2026-02-28T06:47:48.377580,INR,91.08
2026-02-27,2026-02-28T06:47:48.377580,JPY,155.98
2026-02-27,2026-02-28T06:47:48.377580,MXN,17.2122
2026-02-27,2026-02-28T06:47:48.377580,NZD,1.6714
2026-02-27,2026-02-28T06:47:48.377580,PHP,57.683
2026-02-27,2026-02-28T06:47:48.377580,THB,31.085
2026-02-27,2026-02-28T06:47:48.377580,TRY,43.96
2026-02-27,2026-02-28T06:47:48.377580,ZAR,15.9405
