Date,Timestamp,Currency,Rate_to_USD
2026-03-25,2026-03-26T07:17:31.794124,AUD,1.4361
2026-03-25,2026-03-26T07:17:31.794124,BRL,5.233
2026-03-25,2026-03-26T07:17:31.794124,CAD,1.3783
2026-03-25,2026-03-26T07:17:31.794124,CHF,0.7896
2026-03-25,2026-03-26T07:17:31.794124,CNY,6.8995
2026-03-25,2026-03-26T07:17:31.794124,EUR,0.86266
2026-03-25,2026-03-26T07:17:31.794124,GBP,0.7467
2026-03-25,2026-03-26T07:17:31.794124,IDR,16858
2026-03-25,2026-03-26T07:17:31.794124,INR,93.94
2026-03-25,2026-03-26T07:17:31.794124,JPY,158.96
2026-03-25,2026-03-26T07:17:31.794124,MXN,17.7657
2026-03-25,2026-03-26T07:17:31.794124,NZD,1.7185
2026-03-25,2026-03-26T07:17:31.794124,PHP,60.064
2026-03-25,2026-03-26T07:17:31.794124,THB,32.59
2026-03-25,2026-03-26T07:17:31.794124,TRY,44.357
2026-03-25,2026-03-26T07:17:31.794124,ZAR,16.9135
