Date,Timestamp,Currency,Rate_to_USD
2026-08-10,2026-08-11T07:14:51.733881,AUD,1.4158
2026-08-10,2026-08-11T07:14:51.733881,BRL,5.0856
2026-08-10,2026-08-11T07:14:51.733881,CAD,1.394
2026-08-10,2026-08-11T07:14:51.733881,CHF,0.80831
2026-08-10,2026-08-11T07:14:51.733881,CNY,6.7444
2026-08-10,2026-08-11T07:14:51.733881,EUR,0.86543
2026-08-10,2026-08-11T07:14:51.733881,GBP,0.7405
2026-08-10,2026-08-11T07:14:51.733881,IDR,17760
2026-08-10,2026-08-11T07:14:51.733881,INR,95.3
2026-08-10,2026-08-11T07:14:51.733881,JPY,158.64
2026-08-10,2026-08-11T07:14:51.733881,MXN,17.1512
2026-08-10,2026-08-11T07:14:51.733881,NZD,1.6974
2026-08-10,2026-08-11T07:14:51.733881,PHP,60.75
2026-08-10,2026-08-11T07:14:51.733881,THB,33.013
2026-08-10,2026-08-11T07:14:51.733881,TRY,47.695
2026-08-10,2026-08-11T07:14:51.733881,ZAR,16.1772
