Date,Timestamp,Currency,Rate_to_USD
2026-08-21,2026-08-24T07:06:55.974597,AUD,1.3951
2026-08-21,2026-08-24T07:06:55.974597,BRL,5.1729
2026-08-21,2026-08-24T07:06:55.974597,CAD,1.374
2026-08-21,2026-08-24T07:06:55.974597,CHF,0.79947
2026-08-21,2026-08-24T07:06:55.974597,CNY,6.7206
2026-08-21,2026-08-24T07:06:55.974597,EUR,0.85477
2026-08-21,2026-08-24T07:06:55.974597,GBP,0.73228
2026-08-21,2026-08-24T07:06:55.974597,IDR,17659
2026-08-21,2026-08-24T07:06:55.974597,INR,95.7
2026-08-21,2026-08-24T07:06:55.974597,JPY,158.7
2026-08-21,2026-08-24T07:06:55.974597,MXN,16.898
2026-08-21,2026-08-24T07:06:55.974597,NZD,1.6703
2026-08-21,2026-08-24T07:06:55.974597,PHP,61.66
2026-08-21,2026-08-24T07:06:55.974597,THB,32.675
2026-08-21,2026-08-24T07:06:55.974597,TRY,48.066
2026-08-21,2026-08-24T07:06:55.974597,ZAR,16.0044
