Date,Timestamp,Currency,Rate_to_USD
2026-03-06,2026-03-09T07:09:28.012493,AUD,1.4273
2026-03-06,2026-03-09T07:09:28.012493,BRL,5.2765
2026-03-06,2026-03-09T07:09:28.012493,CAD,1.3651
2026-03-06,2026-03-09T07:09:28.012493,CHF,0.78237
2026-03-06,2026-03-09T07:09:28.012493,CNY,6.9047
2026-03-06,2026-03-09T07:09:28.012493,EUR,0.86498
2026-03-06,2026-03-09T07:09:28.012493,GBP,0.74987
2026-03-06,2026-03-09T07:09:28.012493,IDR,16973
2026-03-06,2026-03-09T07:09:28.012493,INR,91.83
2026-03-06,2026-03-09T07:09:28.012493,JPY,157.92
2026-03-06,2026-03-09T07:09:28.012493,MXN,17.7857
2026-03-06,2026-03-09T07:09:28.012493,NZD,1.7029
2026-03-06,2026-03-09T07:09:28.012493,PHP,59.273
2026-03-06,2026-03-09T07:09:28.012493,THB,31.975
2026-03-06,2026-03-09T07:09:28.012493,TRY,44.074
2026-03-06,2026-03-09T07:09:28.012493,ZAR,16.718
