Date,Timestamp,Currency,Rate_to_USD
2026-02-23,2026-02-24T07:07:21.204772,AUD,1.4145
2026-02-23,2026-02-24T07:07:21.204772,BRL,5.1815
2026-02-23,2026-02-24T07:07:21.204772,CAD,1.369
2026-02-23,2026-02-24T07:07:21.204772,CHF,0.77605
2026-02-23,2026-02-24T07:07:21.204772,CNY,6.9087
2026-02-23,2026-02-24T07:07:21.204772,EUR,0.84861
2026-02-23,2026-02-24T07:07:21.204772,GBP,0.74117
2026-02-23,2026-02-24T07:07:21.204772,IDR,16822
2026-02-23,2026-02-24T07:07:21.204772,INR,90.9
2026-02-23,2026-02-24T07:07:21.204772,JPY,154.82
2026-02-23,2026-02-24T07:07:21.204772,MXN,17.197
2026-02-23,2026-02-24T07:07:21.204772,NZD,1.676
2026-02-23,2026-02-24T07:07:21.204772,PHP,57.632
2026-02-23,2026-02-24T07:07:21.204772,THB,31.025
2026-02-23,2026-02-24T07:07:21.204772,TRY,43.839
2026-02-23,2026-02-24T07:07:21.204772,ZAR,16.0115
