Date,Timestamp,Currency,Rate_to_USD
2025-12-24,2025-12-29T06:42:51.110604,AUD,1.4921
2025-12-24,2025-12-29T06:42:51.110604,BRL,5.521
2025-12-24,2025-12-29T06:42:51.110604,CAD,1.3683
2025-12-24,2025-12-29T06:42:51.110604,CHF,0.78765
2025-12-24,2025-12-29T06:42:51.110604,CNY,7.0144
2025-12-24,2025-12-29T06:42:51.110604,EUR,0.84839
2025-12-24,2025-12-29T06:42:51.110604,GBP,0.74056
2025-12-24,2025-12-29T06:42:51.110604,IDR,16747
2025-12-24,2025-12-29T06:42:51.110604,INR,89.74
2025-12-24,2025-12-29T06:42:51.110604,JPY,155.96
2025-12-24,2025-12-29T06:42:51.110604,MXN,17.9028
2025-12-24,2025-12-29T06:42:51.110604,NZD,1.7135
2025-12-24,2025-12-29T06:42:51.110604,PHP,58.767
2025-12-24,2025-12-29T06:42:51.110604,THB,31.045
2025-12-24,2025-12-29T06:42:51.110604,TRY,42.85
2025-12-24,2025-12-29T06:42:51.110604,ZAR,16.6362
