Date,Timestamp,Currency,Rate_to_USD
2026-06-10,2026-06-11T10:46:05.038625,AUD,1.4278
2026-06-10,2026-06-11T10:46:05.038625,BRL,5.1907
2026-06-10,2026-06-11T10:46:05.038625,CAD,1.3929
2026-06-10,2026-06-11T10:46:05.038625,CHF,0.7992
2026-06-10,2026-06-11T10:46:05.038625,CNY,6.7807
2026-06-10,2026-06-11T10:46:05.038625,EUR,0.86663
2026-06-10,2026-06-11T10:46:05.038625,GBP,0.74727
2026-06-10,2026-06-11T10:46:05.038625,IDR,17910
2026-06-10,2026-06-11T10:46:05.038625,INR,95.27
2026-06-10,2026-06-11T10:46:05.038625,JPY,160.49
2026-06-10,2026-06-11T10:46:05.038625,MXN,17.479
2026-06-10,2026-06-11T10:46:05.038625,NZD,1.7228
2026-06-10,2026-06-11T10:46:05.038625,PHP,61.385
2026-06-10,2026-06-11T10:46:05.038625,THB,32.955
2026-06-10,2026-06-11T10:46:05.038625,TRY,46.137
2026-06-10,2026-06-11T10:46:05.038625,ZAR,16.6018
