Date,Timestamp,Currency,Rate_to_USD
2026-03-03,2026-03-04T06:56:27.930957,AUD,1.4246
2026-03-03,2026-03-04T06:56:27.930957,BRL,5.2434
2026-03-03,2026-03-04T06:56:27.930957,CAD,1.3685
2026-03-03,2026-03-04T06:56:27.930957,CHF,0.78468
2026-03-03,2026-03-04T06:56:27.930957,CNY,6.9076
2026-03-03,2026-03-04T06:56:27.930957,EUR,0.86162
2026-03-03,2026-03-04T06:56:27.930957,GBP,0.75108
2026-03-03,2026-03-04T06:56:27.930957,IDR,16895
2026-03-03,2026-03-04T06:56:27.930957,INR,92.15
2026-03-03,2026-03-04T06:56:27.930957,JPY,157.66
2026-03-03,2026-03-04T06:56:27.930957,MXN,17.5151
2026-03-03,2026-03-04T06:56:27.930957,NZD,1.6964
2026-03-03,2026-03-04T06:56:27.930957,PHP,58.464
2026-03-03,2026-03-04T06:56:27.930957,THB,31.76
2026-03-03,2026-03-04T06:56:27.930957,TRY,43.978
2026-03-03,2026-03-04T06:56:27.930957,ZAR,16.3934
