Date,Timestamp,Currency,Rate_to_USD
2025-12-29,2025-12-30T06:40:15.498244,AUD,1.4944
2025-12-29,2025-12-30T06:40:15.498244,BRL,5.5707
2025-12-29,2025-12-30T06:40:15.498244,CAD,1.3689
2025-12-29,2025-12-30T06:40:15.498244,CHF,0.78982
2025-12-29,2025-12-30T06:40:15.498244,CNY,7.0065
2025-12-29,2025-12-30T06:40:15.498244,EUR,0.84991
2025-12-29,2025-12-30T06:40:15.498244,GBP,0.74163
2025-12-29,2025-12-30T06:40:15.498244,IDR,16771
2025-12-29,2025-12-30T06:40:15.498244,INR,89.9
2025-12-29,2025-12-30T06:40:15.498244,JPY,156.36
2025-12-29,2025-12-30T06:40:15.498244,MXN,17.933
2025-12-29,2025-12-30T06:40:15.498244,NZD,1.7249
2025-12-29,2025-12-30T06:40:15.498244,PHP,58.865
2025-12-29,2025-12-30T06:40:15.498244,THB,31.44
2025-12-29,2025-12-30T06:40:15.498244,TRY,42.936
2025-12-29,2025-12-30T06:40:15.498244,ZAR,16.6556
