Date,Timestamp,Currency,Rate_to_USD
2026-01-20,2026-01-21T06:45:37.365356,AUD,1.4853
2026-01-20,2026-01-21T06:45:37.365356,BRL,5.3896
2026-01-20,2026-01-21T06:45:37.365356,CAD,1.3826
2026-01-20,2026-01-21T06:45:37.365356,CHF,0.79025
2026-01-20,2026-01-21T06:45:37.365356,CNY,6.9589
2026-01-20,2026-01-21T06:45:37.365356,EUR,0.85266
2026-01-20,2026-01-21T06:45:37.365356,GBP,0.74369
2026-01-20,2026-01-21T06:45:37.365356,IDR,16946
2026-01-20,2026-01-21T06:45:37.365356,INR,90.96
2026-01-20,2026-01-21T06:45:37.365356,JPY,157.9
2026-01-20,2026-01-21T06:45:37.365356,MXN,17.6236
2026-01-20,2026-01-21T06:45:37.365356,NZD,1.7137
2026-01-20,2026-01-21T06:45:37.365356,PHP,59.283
2026-01-20,2026-01-21T06:45:37.365356,THB,31.085
2026-01-20,2026-01-21T06:45:37.365356,TRY,43.273
2026-01-20,2026-01-21T06:45:37.365356,ZAR,16.4411
