Date,Timestamp,Currency,Rate_to_USD
2025-12-02,2025-12-03T06:38:53.387954,AUD,1.526
2025-12-02,2025-12-03T06:38:53.387954,BRL,5.3582
2025-12-02,2025-12-03T06:38:53.387954,CAD,1.4004
2025-12-02,2025-12-03T06:38:53.387954,CHF,0.80472
2025-12-02,2025-12-03T06:38:53.387954,CNY,7.071
2025-12-02,2025-12-03T06:38:53.387954,EUR,0.86103
2025-12-02,2025-12-03T06:38:53.387954,GBP,0.75736
2025-12-02,2025-12-03T06:38:53.387954,IDR,16625
2025-12-02,2025-12-03T06:38:53.387954,INR,89.95
2025-12-02,2025-12-03T06:38:53.387954,JPY,156.07
2025-12-02,2025-12-03T06:38:53.387954,MXN,18.3107
2025-12-02,2025-12-03T06:38:53.387954,NZD,1.7474
2025-12-02,2025-12-03T06:38:53.387954,PHP,58.671
2025-12-02,2025-12-03T06:38:53.387954,THB,32.015
2025-12-02,2025-12-03T06:38:53.387954,TRY,42.414
2025-12-02,2025-12-03T06:38:53.387954,ZAR,17.1037
