Date,Timestamp,Currency,Rate_to_USD
2025-12-23,2025-12-24T06:41:09.470683,AUD,1.4939
2025-12-23,2025-12-24T06:41:09.470683,BRL,5.5872
2025-12-23,2025-12-24T06:41:09.470683,CAD,1.3701
2025-12-23,2025-12-24T06:41:09.470683,CHF,0.78797
2025-12-23,2025-12-24T06:41:09.470683,CNY,7.0281
2025-12-23,2025-12-24T06:41:09.470683,EUR,0.84846
2025-12-23,2025-12-24T06:41:09.470683,GBP,0.74062
2025-12-23,2025-12-24T06:41:09.470683,IDR,16787
2025-12-23,2025-12-24T06:41:09.470683,INR,89.56
2025-12-23,2025-12-24T06:41:09.470683,JPY,156.02
2025-12-23,2025-12-24T06:41:09.470683,MXN,17.9442
2025-12-23,2025-12-24T06:41:09.470683,NZD,1.713
2025-12-23,2025-12-24T06:41:09.470683,PHP,58.824
2025-12-23,2025-12-24T06:41:09.470683,THB,31.11
2025-12-23,2025-12-24T06:41:09.470683,TRY,42.83
2025-12-23,2025-12-24T06:41:09.470683,ZAR,16.6345
