Date,Timestamp,Currency,Rate_to_USD
2026-09-22,2026-09-23T11:10:25.913292,AUD,1.4064
2026-09-22,2026-09-23T11:10:25.913292,BRL,5.1231
2026-09-22,2026-09-23T11:10:25.913292,CAD,1.4044
2026-09-22,2026-09-23T11:10:25.913292,CHF,0.81942
2026-09-22,2026-09-23T11:10:25.913292,CNY,6.7001
2026-09-22,2026-09-23T11:10:25.913292,EUR,0.87237
2026-09-22,2026-09-23T11:10:25.913292,GBP,0.74832
2026-09-22,2026-09-23T11:10:25.913292,IDR,17820
2026-09-22,2026-09-23T11:10:25.913292,INR,95.59
2026-09-22,2026-09-23T11:10:25.913292,JPY,157.18
2026-09-22,2026-09-23T11:10:25.913292,MXN,17.2491
2026-09-22,2026-09-23T11:10:25.913292,NZD,1.745
2026-09-22,2026-09-23T11:10:25.913292,PHP,62.464
2026-09-22,2026-09-23T11:10:25.913292,THB,33.14
2026-09-22,2026-09-23T11:10:25.913292,TRY,48.808
2026-09-22,2026-09-23T11:10:25.913292,ZAR,16.2418
