Date,Timestamp,Currency,Rate_to_USD
2026-01-13,2026-01-14T06:41:48.323066,AUD,1.4925
2026-01-13,2026-01-14T06:41:48.323066,BRL,5.3832
2026-01-13,2026-01-14T06:41:48.323066,CAD,1.3877
2026-01-13,2026-01-14T06:41:48.323066,CHF,0.79895
2026-01-13,2026-01-14T06:41:48.323066,CNY,6.9756
2026-01-13,2026-01-14T06:41:48.323066,EUR,0.85807
2026-01-13,2026-01-14T06:41:48.323066,GBP,0.74309
2026-01-13,2026-01-14T06:41:48.323066,IDR,16864
2026-01-13,2026-01-14T06:41:48.323066,INR,90.23
2026-01-13,2026-01-14T06:41:48.323066,JPY,158.85
2026-01-13,2026-01-14T06:41:48.323066,MXN,17.8986
2026-01-13,2026-01-14T06:41:48.323066,NZD,1.736
2026-01-13,2026-01-14T06:41:48.323066,PHP,59.457
2026-01-13,2026-01-14T06:41:48.323066,THB,31.475
2026-01-13,2026-01-14T06:41:48.323066,TRY,43.156
2026-01-13,2026-01-14T06:41:48.323066,ZAR,16.454
