Date,Timestamp,Currency,Rate_to_USD
2026-03-02,2026-03-03T07:00:32.266908,AUD,1.4173
2026-03-02,2026-03-03T07:00:32.266908,BRL,5.2067
2026-03-02,2026-03-03T07:00:32.266908,CAD,1.367
2026-03-02,2026-03-03T07:00:32.266908,CHF,0.77936
2026-03-02,2026-03-03T07:00:32.266908,CNY,6.8825
2026-03-02,2026-03-03T07:00:32.266908,EUR,0.85485
2026-03-02,2026-03-03T07:00:32.266908,GBP,0.74705
2026-03-02,2026-03-03T07:00:32.266908,IDR,16876
2026-03-02,2026-03-03T07:00:32.266908,INR,91.74
2026-03-02,2026-03-03T07:00:32.266908,JPY,157.45
2026-03-02,2026-03-03T07:00:32.266908,MXN,17.3491
2026-03-02,2026-03-03T07:00:32.266908,NZD,1.6848
2026-03-02,2026-03-03T07:00:32.266908,PHP,58.245
2026-03-02,2026-03-03T07:00:32.266908,THB,31.51
2026-03-02,2026-03-03T07:00:32.266908,TRY,43.959
2026-03-02,2026-03-03T07:00:32.266908,ZAR,16.1613
