Date,Timestamp,Currency,Rate_to_USD
2026-07-28,2026-07-29T08:47:32.970632,AUD,1.435
2026-07-28,2026-07-29T08:47:32.970632,BRL,5.1164
2026-07-28,2026-07-29T08:47:32.970632,CAD,1.4108
2026-07-28,2026-07-29T08:47:32.970632,CHF,0.81983
2026-07-28,2026-07-29T08:47:32.970632,CNY,6.7713
2026-07-28,2026-07-29T08:47:32.970632,EUR,0.87974
2026-07-28,2026-07-29T08:47:32.970632,GBP,0.75262
2026-07-28,2026-07-29T08:47:32.970632,IDR,18102
2026-07-28,2026-07-29T08:47:32.970632,INR,95.86
2026-07-28,2026-07-29T08:47:32.970632,JPY,163.91
2026-07-28,2026-07-29T08:47:32.970632,MXN,17.4742
2026-07-28,2026-07-29T08:47:32.970632,NZD,1.7325
2026-07-28,2026-07-29T08:47:32.970632,PHP,61.634
2026-07-28,2026-07-29T08:47:32.970632,THB,33.61
2026-07-28,2026-07-29T08:47:32.970632,TRY,47.379
2026-07-28,2026-07-29T08:47:32.970632,ZAR,16.7852
