Date,Timestamp,Currency,Rate_to_USD
2026-03-30,2026-03-31T07:24:28.168414,AUD,1.4577
2026-03-30,2026-03-31T07:24:28.168414,BRL,5.2402
2026-03-30,2026-03-31T07:24:28.168414,CAD,1.3921
2026-03-30,2026-03-31T07:24:28.168414,CHF,0.79998
2026-03-30,2026-03-31T07:24:28.168414,CNY,6.9114
2026-03-30,2026-03-31T07:24:28.168414,EUR,0.87078
2026-03-30,2026-03-31T07:24:28.168414,GBP,0.75586
2026-03-30,2026-03-31T07:24:28.168414,IDR,17018
2026-03-30,2026-03-31T07:24:28.168414,INR,94.71
2026-03-30,2026-03-31T07:24:28.168414,JPY,159.46
2026-03-30,2026-03-31T07:24:28.168414,MXN,18.093
2026-03-30,2026-03-31T07:24:28.168414,NZD,1.7475
2026-03-30,2026-03-31T07:24:28.168414,PHP,60.709
2026-03-30,2026-03-31T07:24:28.168414,THB,32.855
2026-03-30,2026-03-31T07:24:28.168414,TRY,44.456
2026-03-30,2026-03-31T07:24:28.168414,ZAR,17.1845
