Date,Timestamp,Currency,Rate_to_USD
2025-12-16,2025-12-17T06:40:22.584381,AUD,1.5062
2025-12-16,2025-12-17T06:40:22.584381,BRL,5.4318
2025-12-16,2025-12-17T06:40:22.584381,CAD,1.3762
2025-12-16,2025-12-17T06:40:22.584381,CHF,0.79407
2025-12-16,2025-12-17T06:40:22.584381,CNY,7.0423
2025-12-16,2025-12-17T06:40:22.584381,EUR,0.84918
2025-12-16,2025-12-17T06:40:22.584381,GBP,0.74423
2025-12-16,2025-12-17T06:40:22.584381,IDR,16665
2025-12-16,2025-12-17T06:40:22.584381,INR,90.92
2025-12-16,2025-12-17T06:40:22.584381,JPY,154.61
2025-12-16,2025-12-17T06:40:22.584381,MXN,17.9628
2025-12-16,2025-12-17T06:40:22.584381,NZD,1.7278
2025-12-16,2025-12-17T06:40:22.584381,PHP,58.635
2025-12-16,2025-12-17T06:40:22.584381,THB,31.48
2025-12-16,2025-12-17T06:40:22.584381,TRY,42.715
2025-12-16,2025-12-17T06:40:22.584381,ZAR,16.7599
