Date,Timestamp,Currency,Rate_to_USD
2026-05-28,2026-05-29T10:02:56.761270,AUD,1.4047
2026-05-28,2026-05-29T10:02:56.761270,BRL,5.0726
2026-05-28,2026-05-29T10:02:56.761270,CAD,1.3854
2026-05-28,2026-05-29T10:02:56.761270,CHF,0.7891
2026-05-28,2026-05-29T10:02:56.761270,CNY,6.7799
2026-05-28,2026-05-29T10:02:56.761270,EUR,0.86081
2026-05-28,2026-05-29T10:02:56.761270,GBP,0.74602
2026-05-28,2026-05-29T10:02:56.761270,IDR,17851
2026-05-28,2026-05-29T10:02:56.761270,INR,95.7
2026-05-28,2026-05-29T10:02:56.761270,JPY,159.46
2026-05-28,2026-05-29T10:02:56.761270,MXN,17.3883
2026-05-28,2026-05-29T10:02:56.761270,NZD,1.6969
2026-05-28,2026-05-29T10:02:56.761270,PHP,61.556
2026-05-28,2026-05-29T10:02:56.761270,THB,32.7
2026-05-28,2026-05-29T10:02:56.761270,TRY,45.899
2026-05-28,2026-05-29T10:02:56.761270,ZAR,16.3501
