Date,Timestamp,Currency,Rate_to_USD
2026-06-22,2026-06-23T09:52:12.812180,AUD,1.4269
2026-06-22,2026-06-23T09:52:12.812180,BRL,5.1519
2026-06-22,2026-06-23T09:52:12.812180,CAD,1.4161
2026-06-22,2026-06-23T09:52:12.812180,CHF,0.80805
2026-06-22,2026-06-23T09:52:12.812180,CNY,6.7748
2026-06-22,2026-06-23T09:52:12.812180,EUR,0.87291
2026-06-22,2026-06-23T09:52:12.812180,GBP,0.75478
2026-06-22,2026-06-23T09:52:12.812180,IDR,17838
2026-06-22,2026-06-23T09:52:12.812180,INR,94.68
2026-06-22,2026-06-23T09:52:12.812180,JPY,161.78
2026-06-22,2026-06-23T09:52:12.812180,MXN,17.3311
2026-06-22,2026-06-23T09:52:12.812180,NZD,1.745
2026-06-22,2026-06-23T09:52:12.812180,PHP,61.037
2026-06-22,2026-06-23T09:52:12.812180,THB,32.91
2026-06-22,2026-06-23T09:52:12.812180,TRY,46.462
2026-06-22,2026-06-23T09:52:12.812180,ZAR,16.4118
