Date,Timestamp,Currency,Rate_to_USD
2025-11-24,2025-11-25T06:38:25.136686,AUD,1.5487
2025-11-24,2025-11-25T06:38:25.136686,BRL,5.3826
2025-11-24,2025-11-25T06:38:25.136686,CAD,1.4102
2025-11-24,2025-11-25T06:38:25.136686,CHF,0.80769
2025-11-24,2025-11-25T06:38:25.136686,CNY,7.0888
2025-11-24,2025-11-25T06:38:25.136686,EUR,0.86625
2025-11-24,2025-11-25T06:38:25.136686,GBP,0.76265
2025-11-24,2025-11-25T06:38:25.136686,IDR,16633
2025-11-24,2025-11-25T06:38:25.136686,INR,89.15
2025-11-24,2025-11-25T06:38:25.136686,JPY,156.98
2025-11-24,2025-11-25T06:38:25.136686,MXN,18.3983
2025-11-24,2025-11-25T06:38:25.136686,NZD,1.7785
2025-11-24,2025-11-25T06:38:25.136686,PHP,58.735
2025-11-24,2025-11-25T06:38:25.136686,THB,32.402
2025-11-24,2025-11-25T06:38:25.136686,TRY,42.348
2025-11-24,2025-11-25T06:38:25.136686,ZAR,17.2801
