Date,Timestamp,Currency,Rate_to_USD
2025-12-12,2025-12-15T06:42:23.147711,AUD,1.4998
2025-12-12,2025-12-15T06:42:23.147711,BRL,5.4015
2025-12-12,2025-12-15T06:42:23.147711,CAD,1.3758
2025-12-12,2025-12-15T06:42:23.147711,CHF,0.79558
2025-12-12,2025-12-15T06:42:23.147711,CNY,7.0547
2025-12-12,2025-12-15T06:42:23.147711,EUR,0.85244
2025-12-12,2025-12-15T06:42:23.147711,GBP,0.74734
2025-12-12,2025-12-15T06:42:23.147711,IDR,16652
2025-12-12,2025-12-15T06:42:23.147711,INR,90.53
2025-12-12,2025-12-15T06:42:23.147711,JPY,155.99
2025-12-12,2025-12-15T06:42:23.147711,MXN,18.0377
2025-12-12,2025-12-15T06:42:23.147711,NZD,1.721
2025-12-12,2025-12-15T06:42:23.147711,PHP,59.058
2025-12-12,2025-12-15T06:42:23.147711,THB,31.54
2025-12-12,2025-12-15T06:42:23.147711,TRY,42.57
2025-12-12,2025-12-15T06:42:23.147711,ZAR,16.8559
