Date,Timestamp,Currency,Rate_to_USD
2025-12-03,2025-12-04T06:38:48.551830,AUD,1.517
2025-12-03,2025-12-04T06:38:48.551830,BRL,5.3186
2025-12-03,2025-12-04T06:38:48.551830,CAD,1.3944
2025-12-03,2025-12-04T06:38:48.551830,CHF,0.80014
2025-12-03,2025-12-04T06:38:48.551830,CNY,7.0638
2025-12-03,2025-12-04T06:38:48.551830,EUR,0.85704
2025-12-03,2025-12-04T06:38:48.551830,GBP,0.75129
2025-12-03,2025-12-04T06:38:48.551830,IDR,16623
2025-12-03,2025-12-04T06:38:48.551830,INR,90.17
2025-12-03,2025-12-04T06:38:48.551830,JPY,155.37
2025-12-03,2025-12-04T06:38:48.551830,MXN,18.2525
2025-12-03,2025-12-04T06:38:48.551830,NZD,1.7391
2025-12-03,2025-12-04T06:38:48.551830,PHP,58.965
2025-12-03,2025-12-04T06:38:48.551830,THB,31.89
2025-12-03,2025-12-04T06:38:48.551830,TRY,42.445
2025-12-03,2025-12-04T06:38:48.551830,ZAR,17.0812
