Date,Timestamp,Currency,Rate_to_USD
2025-12-09,2025-12-10T06:40:09.622212,AUD,1.5066
2025-12-09,2025-12-10T06:40:09.622212,BRL,5.4643
2025-12-09,2025-12-10T06:40:09.622212,CAD,1.3847
2025-12-09,2025-12-10T06:40:09.622212,CHF,0.80648
2025-12-09,2025-12-10T06:40:09.622212,CNY,7.0643
2025-12-09,2025-12-10T06:40:09.622212,EUR,0.85933
2025-12-09,2025-12-10T06:40:09.622212,GBP,0.75062
2025-12-09,2025-12-10T06:40:09.622212,IDR,16674
2025-12-09,2025-12-10T06:40:09.622212,INR,89.84
2025-12-09,2025-12-10T06:40:09.622212,JPY,156.36
2025-12-09,2025-12-10T06:40:09.622212,MXN,18.277
2025-12-09,2025-12-10T06:40:09.622212,NZD,1.7282
2025-12-09,2025-12-10T06:40:09.622212,PHP,59.331
2025-12-09,2025-12-10T06:40:09.622212,THB,31.855
2025-12-09,2025-12-10T06:40:09.622212,TRY,42.583
2025-12-09,2025-12-10T06:40:09.622212,ZAR,17.0715
