Date,Timestamp,Currency,Rate_to_USD
2026-04-01,2026-04-02T07:21:03.424342,AUD,1.4381
2026-04-01,2026-04-02T07:21:03.424342,BRL,5.1598
2026-04-01,2026-04-02T07:21:03.424342,CAD,1.3894
2026-04-01,2026-04-02T07:21:03.424342,CHF,0.79199
2026-04-01,2026-04-02T07:21:03.424342,CNY,6.8738
2026-04-01,2026-04-02T07:21:03.424342,EUR,0.8617
2026-04-01,2026-04-02T07:21:03.424342,GBP,0.75065
2026-04-01,2026-04-02T07:21:03.424342,IDR,16914
2026-04-01,2026-04-02T07:21:03.424342,INR,93.43
2026-04-01,2026-04-02T07:21:03.424342,JPY,158.32
2026-04-01,2026-04-02T07:21:03.424342,MXN,17.8535
2026-04-01,2026-04-02T07:21:03.424342,NZD,1.7322
2026-04-01,2026-04-02T07:21:03.424342,PHP,60.185
2026-04-01,2026-04-02T07:21:03.424342,THB,32.51
2026-04-01,2026-04-02T07:21:03.424342,TRY,44.467
2026-04-01,2026-04-02T07:21:03.424342,ZAR,16.7811
