Date,Timestamp,Currency,Rate_to_USD
2026-03-24,2026-03-25T07:09:51.034894,AUD,1.439
2026-03-24,2026-03-25T07:09:51.034894,BRL,5.2669
2026-03-24,2026-03-25T07:09:51.034894,CAD,1.3749
2026-03-24,2026-03-25T07:09:51.034894,CHF,0.79027
2026-03-24,2026-03-25T07:09:51.034894,CNY,6.8934
2026-03-24,2026-03-25T07:09:51.034894,EUR,0.86415
2026-03-24,2026-03-25T07:09:51.034894,GBP,0.74785
2026-03-24,2026-03-25T07:09:51.034894,IDR,16891
2026-03-24,2026-03-25T07:09:51.034894,INR,93.85
2026-03-24,2026-03-25T07:09:51.034894,JPY,158.93
2026-03-24,2026-03-25T07:09:51.034894,MXN,17.8854
2026-03-24,2026-03-25T07:09:51.034894,NZD,1.7192
2026-03-24,2026-03-25T07:09:51.034894,PHP,59.968
2026-03-24,2026-03-25T07:09:51.034894,THB,32.66
2026-03-24,2026-03-25T07:09:51.034894,TRY,44.348
2026-03-24,2026-03-25T07:09:51.034894,ZAR,17.1019
