Date,Timestamp,Currency,Rate_to_USD
2026-05-14,2026-05-15T08:55:07.020244,AUD,1.3811
2026-05-14,2026-05-15T08:55:07.020244,BRL,4.997
2026-05-14,2026-05-15T08:55:07.020244,CAD,1.3724
2026-05-14,2026-05-15T08:55:07.020244,CHF,0.78192
2026-05-14,2026-05-15T08:55:07.020244,CNY,6.7852
2026-05-14,2026-05-15T08:55:07.020244,EUR,0.85455
2026-05-14,2026-05-15T08:55:07.020244,GBP,0.7402
2026-05-14,2026-05-15T08:55:07.020244,IDR,17465
2026-05-14,2026-05-15T08:55:07.020244,INR,95.77
2026-05-14,2026-05-15T08:55:07.020244,JPY,157.95
2026-05-14,2026-05-15T08:55:07.020244,MXN,17.1988
2026-05-14,2026-05-15T08:55:07.020244,NZD,1.6864
2026-05-14,2026-05-15T08:55:07.020244,PHP,61.526
2026-05-14,2026-05-15T08:55:07.020244,THB,32.315
2026-05-14,2026-05-15T08:55:07.020244,TRY,45.435
2026-05-14,2026-05-15T08:55:07.020244,ZAR,16.4069
