Date,Timestamp,Currency,Rate_to_USD
2026-02-10,2026-02-11T07:09:38.909926,AUD,1.415
2026-02-10,2026-02-11T07:09:38.909926,BRL,5.2067
2026-02-10,2026-02-11T07:09:38.909926,CAD,1.3571
2026-02-10,2026-02-11T07:09:38.909926,CHF,0.76703
2026-02-10,2026-02-11T07:09:38.909926,CNY,6.9148
2026-02-10,2026-02-11T07:09:38.909926,EUR,0.84076
2026-02-10,2026-02-11T07:09:38.909926,GBP,0.73104
2026-02-10,2026-02-11T07:09:38.909926,IDR,16787
2026-02-10,2026-02-11T07:09:38.909926,INR,90.54
2026-02-10,2026-02-11T07:09:38.909926,JPY,155.13
2026-02-10,2026-02-11T07:09:38.909926,MXN,17.2356
2026-02-10,2026-02-11T07:09:38.909926,NZD,1.6552
2026-02-10,2026-02-11T07:09:38.909926,PHP,58.521
2026-02-10,2026-02-11T07:09:38.909926,THB,31.235
2026-02-10,2026-02-11T07:09:38.909926,TRY,43.635
2026-02-10,2026-02-11T07:09:38.909926,ZAR,15.9574
