Date,Timestamp,Currency,Rate_to_USD
2026-04-20,2026-04-21T08:01:23.507347,AUD,1.3973
2026-04-20,2026-04-21T08:01:23.507347,BRL,4.9831
2026-04-20,2026-04-21T08:01:23.507347,CAD,1.3695
2026-04-20,2026-04-21T08:01:23.507347,CHF,0.78138
2026-04-20,2026-04-21T08:01:23.507347,CNY,6.8177
2026-04-20,2026-04-21T08:01:23.507347,EUR,0.85034
2026-04-20,2026-04-21T08:01:23.507347,GBP,0.74018
2026-04-20,2026-04-21T08:01:23.507347,IDR,17129
2026-04-20,2026-04-21T08:01:23.507347,INR,93.07
2026-04-20,2026-04-21T08:01:23.507347,JPY,158.91
2026-04-20,2026-04-21T08:01:23.507347,MXN,17.3503
2026-04-20,2026-04-21T08:01:23.507347,NZD,1.7009
2026-04-20,2026-04-21T08:01:23.507347,PHP,59.873
2026-04-20,2026-04-21T08:01:23.507347,THB,32.075
2026-04-20,2026-04-21T08:01:23.507347,TRY,44.879
2026-04-20,2026-04-21T08:01:23.507347,ZAR,16.3499
