Date,Timestamp,Currency,Rate_to_USD
2025-11-13,2025-11-14T06:36:55.019677,AUD,1.5253
2025-11-13,2025-11-14T06:36:55.019677,BRL,5.283
2025-11-13,2025-11-14T06:36:55.019677,CAD,1.4005
2025-11-13,2025-11-14T06:36:55.019677,CHF,0.79559
2025-11-13,2025-11-14T06:36:55.019677,CNY,7.0961
2025-11-13,2025-11-14T06:36:55.019677,EUR,0.86066
2025-11-13,2025-11-14T06:36:55.019677,GBP,0.75902
2025-11-13,2025-11-14T06:36:55.019677,IDR,16711
2025-11-13,2025-11-14T06:36:55.019677,INR,88.69
2025-11-13,2025-11-14T06:36:55.019677,JPY,154.55
2025-11-13,2025-11-14T06:36:55.019677,MXN,18.2675
2025-11-13,2025-11-14T06:36:55.019677,NZD,1.765
2025-11-13,2025-11-14T06:36:55.019677,PHP,58.885
2025-11-13,2025-11-14T06:36:55.019677,THB,32.31
2025-11-13,2025-11-14T06:36:55.019677,TRY,42.254
2025-11-13,2025-11-14T06:36:55.019677,ZAR,17.0028
