Date,Timestamp,Currency,Rate_to_USD
2026-09-04,2026-09-06T10:38:32.961032,AUD,1.3882
2026-09-04,2026-09-06T10:38:32.961032,BRL,5.1114
2026-09-04,2026-09-06T10:38:32.961032,CAD,1.38
2026-09-04,2026-09-06T10:38:32.961032,CHF,0.80924
2026-09-04,2026-09-06T10:38:32.961032,CNY,6.7109
2026-09-04,2026-09-06T10:38:32.961032,EUR,0.86044
2026-09-04,2026-09-06T10:38:32.961032,GBP,0.7391
2026-09-04,2026-09-06T10:38:32.961032,IDR,17636
2026-09-04,2026-09-06T10:38:32.961032,INR,94.49
2026-09-04,2026-09-06T10:38:32.961032,JPY,156.25
2026-09-04,2026-09-06T10:38:32.961032,MXN,16.8991
2026-09-04,2026-09-06T10:38:32.961032,NZD,1.6998
2026-09-04,2026-09-06T10:38:32.961032,PHP,62.65
2026-09-04,2026-09-06T10:38:32.961032,THB,32.92
2026-09-04,2026-09-06T10:38:32.961032,TRY,48.443
2026-09-04,2026-09-06T10:38:32.961032,ZAR,15.9672
