Date,Timestamp,Currency,Rate_to_USD
2025-11-19,2025-11-20T06:36:12.877259,AUD,1.5413
2025-11-19,2025-11-20T06:36:12.877259,BRL,5.3354
2025-11-19,2025-11-20T06:36:12.877259,CAD,1.4012
2025-11-19,2025-11-20T06:36:12.877259,CHF,0.80152
2025-11-19,2025-11-20T06:36:12.877259,CNY,7.1103
2025-11-19,2025-11-20T06:36:12.877259,EUR,0.86333
2025-11-19,2025-11-20T06:36:12.877259,GBP,0.76207
2025-11-19,2025-11-20T06:36:12.877259,IDR,16718
2025-11-19,2025-11-20T06:36:12.877259,INR,88.5
2025-11-19,2025-11-20T06:36:12.877259,JPY,156.13
2025-11-19,2025-11-20T06:36:12.877259,MXN,18.3269
2025-11-19,2025-11-20T06:36:12.877259,NZD,1.7772
2025-11-19,2025-11-20T06:36:12.877259,PHP,58.885
2025-11-19,2025-11-20T06:36:12.877259,THB,32.435
2025-11-19,2025-11-20T06:36:12.877259,TRY,42.357
2025-11-19,2025-11-20T06:36:12.877259,ZAR,17.1569
