Date,Timestamp,Currency,Rate_to_USD
2025-12-01,2025-12-02T06:39:23.748198,AUD,1.5233
2025-12-01,2025-12-02T06:39:23.748198,BRL,5.3466
2025-12-01,2025-12-02T06:39:23.748198,CAD,1.3961
2025-12-01,2025-12-02T06:39:23.748198,CHF,0.80053
2025-12-01,2025-12-02T06:39:23.748198,CNY,7.0718
2025-12-01,2025-12-02T06:39:23.748198,EUR,0.85866
2025-12-01,2025-12-02T06:39:23.748198,GBP,0.75374
2025-12-01,2025-12-02T06:39:23.748198,IDR,16590
2025-12-01,2025-12-02T06:39:23.748198,INR,89.54
2025-12-01,2025-12-02T06:39:23.748198,JPY,154.8
2025-12-01,2025-12-02T06:39:23.748198,MXN,18.2784
2025-12-01,2025-12-02T06:39:23.748198,NZD,1.7394
2025-12-01,2025-12-02T06:39:23.748198,PHP,58.484
2025-12-01,2025-12-02T06:39:23.748198,THB,31.93
2025-12-01,2025-12-02T06:39:23.748198,TRY,42.457
2025-12-01,2025-12-02T06:39:23.748198,ZAR,17.0756
