Date,Timestamp,Currency,Rate_to_USD
2026-08-13,2026-08-14T07:38:52.515990,AUD,1.4181
2026-08-13,2026-08-14T07:38:52.515990,BRL,5.1811
2026-08-13,2026-08-14T07:38:52.515990,CAD,1.3949
2026-08-13,2026-08-14T07:38:52.515990,CHF,0.81264
2026-08-13,2026-08-14T07:38:52.515990,CNY,6.743
2026-08-13,2026-08-14T07:38:52.515990,EUR,0.867
2026-08-13,2026-08-14T07:38:52.515990,GBP,0.7412
2026-08-13,2026-08-14T07:38:52.515990,IDR,17856
2026-08-13,2026-08-14T07:38:52.515990,INR,95.44
2026-08-13,2026-08-14T07:38:52.515990,JPY,159.33
2026-08-13,2026-08-14T07:38:52.515990,MXN,17.0534
2026-08-13,2026-08-14T07:38:52.515990,NZD,1.711
2026-08-13,2026-08-14T07:38:52.515990,PHP,61.325
2026-08-13,2026-08-14T07:38:52.515990,THB,33.13
2026-08-13,2026-08-14T07:38:52.515990,TRY,47.775
2026-08-13,2026-08-14T07:38:52.515990,ZAR,16.1188
