Date,Timestamp,Currency,Rate_to_USD
2026-05-19,2026-05-20T09:44:17.842141,AUD,1.4051
2026-05-19,2026-05-20T09:44:17.842141,BRL,5.0232
2026-05-19,2026-05-20T09:44:17.842141,CAD,1.3756
2026-05-19,2026-05-20T09:44:17.842141,CHF,0.78744
2026-05-19,2026-05-20T09:44:17.842141,CNY,6.8061
2026-05-19,2026-05-20T09:44:17.842141,EUR,0.86059
2026-05-19,2026-05-20T09:44:17.842141,GBP,0.74588
2026-05-19,2026-05-20T09:44:17.842141,IDR,17743
2026-05-19,2026-05-20T09:44:17.842141,INR,96.54
2026-05-19,2026-05-20T09:44:17.842141,JPY,159.11
2026-05-19,2026-05-20T09:44:17.842141,MXN,17.3425
2026-05-19,2026-05-20T09:44:17.842141,NZD,1.7108
2026-05-19,2026-05-20T09:44:17.842141,PHP,61.721
2026-05-19,2026-05-20T09:44:17.842141,THB,32.66
2026-05-19,2026-05-20T09:44:17.842141,TRY,45.573
2026-05-19,2026-05-20T09:44:17.842141,ZAR,16.6479
