Date,Timestamp,Currency,Rate_to_USD
2025-12-19,2025-12-20T06:37:13.145234,AUD,1.5146
2025-12-19,2025-12-20T06:37:13.145234,BRL,5.5295
2025-12-19,2025-12-20T06:37:13.145234,CAD,1.3794
2025-12-19,2025-12-20T06:37:13.145234,CHF,0.79559
2025-12-19,2025-12-20T06:37:13.145234,CNY,7.0411
2025-12-19,2025-12-20T06:37:13.145234,EUR,0.85383
2025-12-19,2025-12-20T06:37:13.145234,GBP,0.74795
2025-12-19,2025-12-20T06:37:13.145234,IDR,16736
2025-12-19,2025-12-20T06:37:13.145234,INR,89.69
2025-12-19,2025-12-20T06:37:13.145234,JPY,157.23
2025-12-19,2025-12-20T06:37:13.145234,MXN,18.0149
2025-12-19,2025-12-20T06:37:13.145234,NZD,1.7427
2025-12-19,2025-12-20T06:37:13.145234,PHP,58.697
2025-12-19,2025-12-20T06:37:13.145234,THB,31.46
2025-12-19,2025-12-20T06:37:13.145234,TRY,42.809
2025-12-19,2025-12-20T06:37:13.145234,ZAR,16.7764
