Date,Timestamp,Currency,Rate_to_USD
2026-07-20,2026-07-21T08:35:59.996446,AUD,1.4272
2026-07-20,2026-07-21T08:35:59.996446,BRL,5.1043
2026-07-20,2026-07-21T08:35:59.996446,CAD,1.4031
2026-07-20,2026-07-21T08:35:59.996446,CHF,0.80833
2026-07-20,2026-07-21T08:35:59.996446,CNY,6.7669
2026-07-20,2026-07-21T08:35:59.996446,EUR,0.8752
2026-07-20,2026-07-21T08:35:59.996446,GBP,0.74294
2026-07-20,2026-07-21T08:35:59.996446,IDR,17950
2026-07-20,2026-07-21T08:35:59.996446,INR,96.45
2026-07-20,2026-07-21T08:35:59.996446,JPY,162.38
2026-07-20,2026-07-21T08:35:59.996446,MXN,17.4899
2026-07-20,2026-07-21T08:35:59.996446,NZD,1.7084
2026-07-20,2026-07-21T08:35:59.996446,PHP,61.684
2026-07-20,2026-07-21T08:35:59.996446,THB,33.625
2026-07-20,2026-07-21T08:35:59.996446,TRY,47.181
2026-07-20,2026-07-21T08:35:59.996446,ZAR,16.4898
