Date,Timestamp,Currency,Rate_to_USD
2025-12-15,2025-12-16T06:41:09.961292,AUD,1.5034
2025-12-15,2025-12-16T06:41:09.961292,BRL,5.3877
2025-12-15,2025-12-16T06:41:09.961292,CAD,1.3757
2025-12-15,2025-12-16T06:41:09.961292,CHF,0.79597
2025-12-15,2025-12-16T06:41:09.961292,CNY,7.0471
2025-12-15,2025-12-16T06:41:09.961292,EUR,0.85085
2025-12-15,2025-12-16T06:41:09.961292,GBP,0.74696
2025-12-15,2025-12-16T06:41:09.961292,IDR,16683
2025-12-15,2025-12-16T06:41:09.961292,INR,90.74
2025-12-15,2025-12-16T06:41:09.961292,JPY,155.13
2025-12-15,2025-12-16T06:41:09.961292,MXN,17.9801
2025-12-15,2025-12-16T06:41:09.961292,NZD,1.7264
2025-12-15,2025-12-16T06:41:09.961292,PHP,58.964
2025-12-15,2025-12-16T06:41:09.961292,THB,31.475
2025-12-15,2025-12-16T06:41:09.961292,TRY,42.699
2025-12-15,2025-12-16T06:41:09.961292,ZAR,16.7772
