Date,Timestamp,Currency,Rate_to_USD
2026-07-15,2026-07-16T08:21:39.334258,AUD,1.4321
2026-07-15,2026-07-16T08:21:39.334258,BRL,5.081
2026-07-15,2026-07-16T08:21:39.334258,CAD,1.4074
2026-07-15,2026-07-16T08:21:39.334258,CHF,0.8115
2026-07-15,2026-07-16T08:21:39.334258,CNY,6.7743
2026-07-15,2026-07-16T08:21:39.334258,EUR,0.87673
2026-07-15,2026-07-16T08:21:39.334258,GBP,0.74604
2026-07-15,2026-07-16T08:21:39.334258,IDR,18071
2026-07-15,2026-07-16T08:21:39.334258,INR,96.26
2026-07-15,2026-07-16T08:21:39.334258,JPY,162.39
2026-07-15,2026-07-16T08:21:39.334258,MXN,17.4303
2026-07-15,2026-07-16T08:21:39.334258,NZD,1.7191
2026-07-15,2026-07-16T08:21:39.334258,PHP,61.688
2026-07-15,2026-07-16T08:21:39.334258,THB,33.645
2026-07-15,2026-07-16T08:21:39.334258,TRY,47.031
2026-07-15,2026-07-16T08:21:39.334258,ZAR,16.3826
