Date,Timestamp,Currency,Rate_to_USD
2026-01-27,2026-01-28T06:45:03.257627,AUD,1.4391
2026-01-27,2026-01-28T06:45:03.257627,BRL,5.2554
2026-01-27,2026-01-28T06:45:03.257627,CAD,1.3678
2026-01-27,2026-01-28T06:45:03.257627,CHF,0.77098
2026-01-27,2026-01-28T06:45:03.257627,CNY,6.9548
2026-01-27,2026-01-28T06:45:03.257627,EUR,0.83829
2026-01-27,2026-01-28T06:45:03.257627,GBP,0.72789
2026-01-27,2026-01-28T06:45:03.257627,IDR,16716
2026-01-27,2026-01-28T06:45:03.257627,INR,91.62
2026-01-27,2026-01-28T06:45:03.257627,JPY,153.34
2026-01-27,2026-01-28T06:45:03.257627,MXN,17.2982
2026-01-27,2026-01-28T06:45:03.257627,NZD,1.6688
2026-01-27,2026-01-28T06:45:03.257627,PHP,59.044
2026-01-27,2026-01-28T06:45:03.257627,THB,31.035
2026-01-27,2026-01-28T06:45:03.257627,TRY,43.403
2026-01-27,2026-01-28T06:45:03.257627,ZAR,15.9874
