Date,Timestamp,Currency,Rate_to_USD
2026-06-15,2026-06-16T11:20:53.269826,AUD,1.415
2026-06-15,2026-06-16T11:20:53.269826,BRL,5.0498
2026-06-15,2026-06-16T11:20:53.269826,CAD,1.3981
2026-06-15,2026-06-16T11:20:53.269826,CHF,0.79366
2026-06-15,2026-06-16T11:20:53.269826,CNY,6.757
2026-06-15,2026-06-16T11:20:53.269826,EUR,0.86155
2026-06-15,2026-06-16T11:20:53.269826,GBP,0.74509
2026-06-15,2026-06-16T11:20:53.269826,IDR,17719
2026-06-15,2026-06-16T11:20:53.269826,INR,94.72
2026-06-15,2026-06-16T11:20:53.269826,JPY,160.19
2026-06-15,2026-06-16T11:20:53.269826,MXN,17.2113
2026-06-15,2026-06-16T11:20:53.269826,NZD,1.7129
2026-06-15,2026-06-16T11:20:53.269826,PHP,60.333
2026-06-15,2026-06-16T11:20:53.269826,THB,32.55
2026-06-15,2026-06-16T11:20:53.269826,TRY,46.279
2026-06-15,2026-06-16T11:20:53.269826,ZAR,16.2138
