Date,Timestamp,Currency,Rate_to_USD
2026-05-08,2026-05-11T09:50:34.149830,AUD,1.3825
2026-05-08,2026-05-11T09:50:34.149830,BRL,4.914
2026-05-08,2026-05-11T09:50:34.149830,CAD,1.3658
2026-05-08,2026-05-11T09:50:34.149830,CHF,0.77851
2026-05-08,2026-05-11T09:50:34.149830,CNY,6.8012
2026-05-08,2026-05-11T09:50:34.149830,EUR,0.85027
2026-05-08,2026-05-11T09:50:34.149830,GBP,0.73472
2026-05-08,2026-05-11T09:50:34.149830,IDR,17366
2026-05-08,2026-05-11T09:50:34.149830,INR,94.49
2026-05-08,2026-05-11T09:50:34.149830,JPY,156.76
2026-05-08,2026-05-11T09:50:34.149830,MXN,17.2366
2026-05-08,2026-05-11T09:50:34.149830,NZD,1.678
2026-05-08,2026-05-11T09:50:34.149830,PHP,60.485
2026-05-08,2026-05-11T09:50:34.149830,THB,32.223
2026-05-08,2026-05-11T09:50:34.149830,TRY,45.364
2026-05-08,2026-05-11T09:50:34.149830,ZAR,16.4194
