Date,Timestamp,Currency,Rate_to_USD
2026-06-08,2026-06-09T09:54:21.713727,AUD,1.4134
2026-06-08,2026-06-09T09:54:21.713727,BRL,5.1432
2026-06-08,2026-06-09T09:54:21.713727,CAD,1.3937
2026-06-08,2026-06-09T09:54:21.713727,CHF,0.7961
2026-06-08,2026-06-09T09:54:21.713727,CNY,6.7819
2026-06-08,2026-06-09T09:54:21.713727,EUR,0.86655
2026-06-08,2026-06-09T09:54:21.713727,GBP,0.74835
2026-06-08,2026-06-09T09:54:21.713727,IDR,18151
2026-06-08,2026-06-09T09:54:21.713727,INR,95.71
2026-06-08,2026-06-09T09:54:21.713727,JPY,159.97
2026-06-08,2026-06-09T09:54:21.713727,MXN,17.4125
2026-06-08,2026-06-09T09:54:21.713727,NZD,1.7151
2026-06-08,2026-06-09T09:54:21.713727,PHP,61.692
2026-06-08,2026-06-09T09:54:21.713727,THB,32.765
2026-06-08,2026-06-09T09:54:21.713727,TRY,46.1
2026-06-08,2026-06-09T09:54:21.713727,ZAR,16.4637
