Date,Timestamp,Currency,Rate_to_USD
2026-03-05,2026-03-06T06:58:42.607949,AUD,1.4193
2026-03-05,2026-03-06T06:58:42.607949,BRL,5.2484
2026-03-05,2026-03-06T06:58:42.607949,CAD,1.3624
2026-03-05,2026-03-06T06:58:42.607949,CHF,0.78017
2026-03-05,2026-03-06T06:58:42.607949,CNY,6.9011
2026-03-05,2026-03-06T06:58:42.607949,EUR,0.86073
2026-03-05,2026-03-06T06:58:42.607949,GBP,0.74841
2026-03-05,2026-03-06T06:58:42.607949,IDR,16909
2026-03-05,2026-03-06T06:58:42.607949,INR,91.65
2026-03-05,2026-03-06T06:58:42.607949,JPY,157.54
2026-03-05,2026-03-06T06:58:42.607949,MXN,17.6338
2026-03-05,2026-03-06T06:58:42.607949,NZD,1.689
2026-03-05,2026-03-06T06:58:42.607949,PHP,58.625
2026-03-05,2026-03-06T06:58:42.607949,THB,31.665
2026-03-05,2026-03-06T06:58:42.607949,TRY,43.994
2026-03-05,2026-03-06T06:58:42.607949,ZAR,16.5028
