Date,Timestamp,Currency,Rate_to_USD
2026-02-06,2026-02-09T07:12:05.857307,AUD,1.4312
2026-02-06,2026-02-09T07:12:05.857307,BRL,5.2372
2026-02-06,2026-02-09T07:12:05.857307,CAD,1.3666
2026-02-06,2026-02-09T07:12:05.857307,CHF,0.77794
2026-02-06,2026-02-09T07:12:05.857307,CNY,6.939
2026-02-06,2026-02-09T07:12:05.857307,EUR,0.84789
2026-02-06,2026-02-09T07:12:05.857307,GBP,0.73588
2026-02-06,2026-02-09T07:12:05.857307,IDR,16873
2026-02-06,2026-02-09T07:12:05.857307,INR,90.66
2026-02-06,2026-02-09T07:12:05.857307,JPY,157.09
2026-02-06,2026-02-09T07:12:05.857307,MXN,17.3639
2026-02-06,2026-02-09T07:12:05.857307,NZD,1.6681
2026-02-06,2026-02-09T07:12:05.857307,PHP,58.544
2026-02-06,2026-02-09T07:12:05.857307,THB,31.6
2026-02-06,2026-02-09T07:12:05.857307,TRY,43.615
2026-02-06,2026-02-09T07:12:05.857307,ZAR,16.1243
