Date,Timestamp,Currency,Rate_to_USD
2026-01-06,2026-01-07T06:41:29.142110,AUD,1.4882
2026-01-06,2026-01-07T06:41:29.142110,BRL,5.3986
2026-01-06,2026-01-07T06:41:29.142110,CAD,1.3777
2026-01-06,2026-01-07T06:41:29.142110,CHF,0.79329
2026-01-06,2026-01-07T06:41:29.142110,CNY,6.9844
2026-01-06,2026-01-07T06:41:29.142110,EUR,0.85419
2026-01-06,2026-01-07T06:41:29.142110,GBP,0.73998
2026-01-06,2026-01-07T06:41:29.142110,IDR,16770
2026-01-06,2026-01-07T06:41:29.142110,INR,90.15
2026-01-06,2026-01-07T06:41:29.142110,JPY,156.44
2026-01-06,2026-01-07T06:41:29.142110,MXN,17.9576
2026-01-06,2026-01-07T06:41:29.142110,NZD,1.7282
2026-01-06,2026-01-07T06:41:29.142110,PHP,59.21
2026-01-06,2026-01-07T06:41:29.142110,THB,31.27
2026-01-06,2026-01-07T06:41:29.142110,TRY,43.042
2026-01-06,2026-01-07T06:41:29.142110,ZAR,16.3963
